"","taphonomyValues","decayRate","startAge"
"536",0.509715341540013,5.5e-05,600
"537",0.518248751121257,5.5e-05,600
"538",0.512121500779192,5.5e-05,600
"539",0.520503323203317,5.5e-05,600
"540",0.517923018087427,5.5e-05,600
"541",0.515091097135163,5.5e-05,600
"542",0.511578285080155,5.5e-05,600
"543",0.507898681452122,5.5e-05,600
"544",0.511452308647816,5.5e-05,600
"545",0.515911605945709,5.5e-05,600
"546",0.508306311052861,5.5e-05,600
"547",0.520820230048386,5.5e-05,600
"548",0.512554201010208,5.5e-05,600
"549",0.513046197824036,5.5e-05,600
"550",0.509661344987307,5.5e-05,600
"551",0.521011300076527,5.5e-05,600
"552",0.512669057991499,5.5e-05,650
"553",0.518508728637927,5.5e-05,650
"554",0.518021205318685,5.5e-05,650
"555",0.509926515568495,5.5e-05,650
"556",0.523116078510735,5.5e-05,650
"557",0.513973976417033,5.5e-05,650
"558",0.512164107704974,5.5e-05,650
"559",0.519992565664368,5.5e-05,650
"560",0.510510100438978,5.5e-05,650
"561",0.525483487332897,5.5e-05,650
"562",0.515038937643687,5.5e-05,650
"563",0.512875937525929,5.5e-05,650
"564",0.52122203161607,5.5e-05,650
"565",0.517325339994269,5.5e-05,650
"566",0.516208904736295,5.5e-05,650
"567",0.518454775660678,5.5e-05,650
"568",0.513888903160222,5.5e-05,650
"569",0.516158875693821,5.5e-05,650
"570",0.510088252165462,5.5e-05,650
"571",0.518796537818176,5.5e-05,650
"572",0.511188095839126,5.5e-05,650
"573",0.514179177174887,5.5e-05,650
"574",0.519931579280448,5.5e-05,650
"575",0.512976521358552,5.5e-05,650
"576",0.513112642405677,5.5e-05,650
"577",0.507120710566755,5.5e-05,650
"578",0.515645024771554,5.5e-05,650
"579",0.507262384960717,5.5e-05,650
"580",0.522037502833233,5.5e-05,650
"581",0.512346905634938,5.5e-05,650
"582",0.518760434654395,5.5e-05,650
"583",0.518994100795118,5.5e-05,650
"584",0.523758201943321,5.5e-05,650
"585",0.52301784888598,5.5e-05,650
"586",0.51950800190236,5.5e-05,650
"587",0.520705434903267,5.5e-05,650
"588",0.511144067325864,5.5e-05,650
"589",0.524575050188687,5.5e-05,650
"590",0.519224527936364,5.5e-05,650
"591",0.517940499787315,5.5e-05,650
"592",0.51178957180173,5.5e-05,650
"593",0.515049633164071,5.5e-05,650
"594",0.522395218803381,5.5e-05,650
"595",0.518353016555848,5.5e-05,650
"596",0.511504269720233,5.5e-05,650
"597",0.514649117274276,5.5e-05,650
"598",0.514446197288146,5.5e-05,650
"599",0.523925734596265,5.5e-05,650
"600",0.513940441393959,5.5e-05,650
"601",0.517352859585292,5.5e-05,650
"602",0.507750273512835,5.5e-05,700
"603",0.513725694804823,5.5e-05,700
"604",0.520911270243267,5.5e-05,700
"605",0.523614556335524,5.5e-05,700
"606",0.510729661530466,5.5e-05,700
"607",0.517211692437415,5.5e-05,700
"608",0.509959654748988,5.5e-05,700
"609",0.519224465112171,5.5e-05,700
"610",0.512556161014442,5.5e-05,700
"611",0.512078784234374,5.5e-05,700
"612",0.524968221352112,5.5e-05,700
"613",0.519360039435844,5.5e-05,700
"614",0.50622879481646,5.5e-05,700
"615",0.506466623897225,5.5e-05,700
"616",0.519516826292297,5.5e-05,700
"617",0.519326470673166,5.5e-05,700
"618",0.512809657617594,5.5e-05,700
"619",0.522227382938463,5.5e-05,700
"620",0.5086694725224,5.5e-05,700
"621",0.529812876082632,5.5e-05,700
"622",0.512508042168489,5.5e-05,700
"623",0.518529108527369,5.5e-05,700
"624",0.524120709628793,5.5e-05,700
"625",0.529820947238297,5.5e-05,700
"626",0.524535861371814,5.5e-05,700
"627",0.517462811926201,5.5e-05,700
"628",0.516357196912569,5.5e-05,700
"629",0.505986377522908,5.5e-05,700
"630",0.524908858390147,5.5e-05,700
"631",0.529682313395354,5.5e-05,700
"632",0.517292643303214,5.5e-05,700
"633",0.513002033121607,5.5e-05,700
"634",0.519126240842611,5.5e-05,700
"635",0.515033740405423,5.5e-05,700
"636",0.51994043214259,5.5e-05,700
"637",0.522588749148963,5.5e-05,700
"638",0.527525598547825,5.5e-05,700
"639",0.509860432891356,5.5e-05,700
"640",0.514829682628096,5.5e-05,700
"641",0.520263292592578,5.5e-05,700
"642",0.531111669704296,5.5e-05,700
"643",0.523256386675229,5.5e-05,700
"644",0.515458170241163,5.5e-05,700
"645",0.521587693639648,5.5e-05,700
"646",0.516053127019628,5.5e-05,700
"647",0.52878353291716,5.5e-05,700
"648",0.508380007704988,5.5e-05,700
"649",0.515982397744879,5.5e-05,700
"650",0.511863659066764,5.5e-05,700
"651",0.510102691859341,5.5e-05,700
"652",0.516804432764588,5.5e-05,750
"653",0.516504048126764,5.5e-05,750
"654",0.5150205126873,5.5e-05,750
"655",0.517870377462877,5.5e-05,750
"656",0.511763447595842,5.5e-05,750
"657",0.516647390627282,5.5e-05,750
"658",0.51915846154537,5.5e-05,750
"659",0.512726902558769,5.5e-05,750
